text,Final Label
ALL EXAMS / TESTS TO BE ONLINE,TRUE
"Cherokee Co. Sheriff Spokesperson, Capt. Jay Baker Must Go!",FALSE
The German government should cancel rents for international students till CoVid19 is over.,TRUE
Petition for Online Teaching in LSE under COVID-19 Threat,TRUE
Smaller Nonprofits Need Help Now To Survive COVID-19,FALSE
Make CUSD Schoolwork Optional Due to COVID-19 Pandemic,TRUE
Replacing the COVID Awareness Caller tune with Mayur Jumani's Remix version,FALSE
Australian Dept of Education Duty of care failures COVID 19,FALSE
Health care workers and Covid-19,FALSE
"Indian Doctors battling COVID lack PPE, while IPL pays cricketers millions of dollars",FALSE
Illinois  Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,TRUE
Make UNF give us refunds for housing/ dining if we are forced to leave again due to covid,TRUE
Change UT to a Pass/Fail grading system (with a letter grade option) for Spring 2020,TRUE
Front line workers deserve hazard pay from Danbury and New Milford Hospital.,FALSE
Regarding UC Irvine's Decision to Cancel 2020 Commencement,TRUE
"IDPH, Cheerleaders Are Athletes! COVID-19",TRUE
"Stop the spread of COVID-19: Cancel the 7/11/20 Trump rally in Portsmouth, NH",TRUE
CoVid 19 Petition : To gain government support for small businesses in India,FALSE
VTU is planning to conduct Offline exam over online semester - COVID is still rising,TRUE
Demand a Green New Deal to save the planet after Covid-19,FALSE
Protect Pregnant Healthcare Workers & Healthcare System from COVID19,FALSE
Cuomo Close NYC construction during  Covid-19. Save peoples lives,TRUE
"COVID-19 Pandemic: Supplies, Financial Support and Compassion for Humanity",FALSE
Extend IELTS validity by a year following Covid-19 Pandemic,FALSE
Commence Scenario 2 for High Schools and Revise COVID-19 Guidelines in Alberta,FALSE
Petition to PM & FM INDIA: RELIEF FOR INDIAN LOAN BORROWER;EMI HOLIDAY! PLS BAN MORATORIUM,FALSE
Facebook: Don’t stop the music!,FALSE
Extend compassionate use of Remdesivir to health care workers,FALSE
Impose trade sanctions for nations with unsafe bio-security in their (wet) meat markets,FALSE
Lift the ban on alcohol sales in Barbados during the Covid-19 lock-down,TRUE
"Housing Is Health! No Homelessness, No Rent Debt",FALSE
Padma Vibhushan for Dr KK Aggarwal,FALSE
Petition to lower the tuition fees for 2020/2021 sem 1 at Universiti Teknologi Malaysia.,FALSE
MUHS should conduct online examination or Postpone MBBS examinations due to rising COVID,TRUE
Release College Students From Off-Campus Housing Obligations During COVID-19 Pandemic,TRUE
Get competitive swimmers back in the pool in PA!,TRUE
Extend COVID-19 relief packages to temporary visa holders,FALSE
Justice for Nikita Tomar,FALSE
"Allow live meetings, conventions, and tradeshows to operate in Las Vegas at 50% capacity!",TRUE
Protect Chesterfield's Special Education Students!,FALSE
Forgiving rents in the time of lockdown due to Coronavirus,FALSE
Move the Pop-Up Covid Test Centre away from the Old Town!,FALSE
We Won't Leave Anyone In Our Community Behind During COVID-19 Pandemic,FALSE
Tranparency Regarding Keller ISD's Management of COVID-19,FALSE
Protect Orillia During COVID-19,FALSE
Release all ICE Detainees Immediately,FALSE
Unmask Elementary Children Outdoors (and all together).,FALSE
Save Redrow/Crem skatepark,FALSE
Give the elderly the first hour of supermarket trading during Covid-19,TRUE
Close all MESA PUBLIC SCHOOLS because of COVID-19. Protect our Children!,TRUE
#PostponeNEET_JEE,TRUE
Cancel all further exams due to instability caused by COVID-19,TRUE
Governor Hogan: Close preschools to protect childcare workers from the spread of COVID-19,TRUE
Lower the age of breast cancer screening in Scotland - “Better screened than sorry”,FALSE
Open Personal Training Studios During Phase 2,TRUE
Tell Gov. Cuomo: Broadway Deserves a Seat at the Table,FALSE
Covid 19: Repatriación de argentinos y residentes argentinos en el exterior.,TRUE
NIRA to extend eligibility for athletes whose seasons were cut short,FALSE
Protect Essential Autism Care in PA,TRUE
Pass all classes of 2020 second semester,TRUE
Concordia University students asking for the grading system this semester to be PASS/FAIL,TRUE
Postpartum support for mothers in Newfoundland during COVID-19,FALSE
Saskatchewan Needs a Better Back-To-School Plan,TRUE
Petition for NSW Year 12 students to hold Graduation Assemblies and formals,TRUE
"Lecce, DO NOT CHANGE MARCH BREAK AGAIN!",FALSE
Postpone Highschool Spring Sports instead of Cancelling,TRUE
Save Echo Park Lake,FALSE
Proactively protecting the health of SHSU and Huntsville Amid growing concerns of COVID-19,TRUE
Reschedule Rutgers University 2020 Commencement,TRUE
COVID Outbreak: CLOSE DEVONSHIRE MALL,TRUE
Re-opening of ALL Golf Facilities Immediately for ALL GOLFERS,TRUE
Covid-19: give economic hardship relief to the hair & beauty industry – support UK salons,TRUE
"Demand Visa, MasterCard, AMEX & Discover Reduce/Waive Certain Fees during COVID 19",FALSE
Get Nassau County To Reverse The Postponement Of The 2020 Fall Season,TRUE
Unemployment Relief For Independent Workers With Mixed Income Types,FALSE
"""Play On""",FALSE
Allowing athletic competition,TRUE
Manitobans Demand a FAIR Contract for Nurses & Quality Patient Care,FALSE
Close UC Berkeley Campus Due to COVID-19 New Cases in Surrounding Areas,TRUE
COVID-19 Hazard pay for all 1199 SEIU healthcare workers now,FALSE
COVID-19 Pandemic: Reinstate Premium Pay for Essential Employees in the State of Maryland,FALSE
Impeach Michigan Governor Gretchen Whitmer NOW,FALSE
Grace-Graduate final year UG students owing to Covid-19,TRUE
82yr Old Woman Battling Leukemia Needs Urgent Commutation of Sentence,FALSE
Online classes for Universidad europea de valencia (COVID-19 Emergency),TRUE
Sack Dominic Cummings!,FALSE
Support excise parity for Canadian craft distilleries,FALSE
Include Australia's Already Disadvantaged in the COVID-19 Stimulus Supplement,TRUE
CANCEL 2021 METRIC BOARD EXAM DUE TO THE WIDE SPREAD OF COVID 19,TRUE
Make DUT shut down all campuses for an appropriate amount of time should COVID-19 worsen.,TRUE
SAVE FAIRLOP SAILING SCHOOL FROM CLOSURE,TRUE
"Governor Kim Reynolds: Suspend Rent, Mortgage, & Utility Payments During This Crisis",FALSE
Deny Mike Harris the Order of Ontario,FALSE
"Help undocumented immigrants
during the COVID-19 crisis",FALSE
"Governor Andy Beshear: Suspend Rent, Mortgage and Utility payments during the Corona Virus",FALSE
Open Fitness Facilities Premier,TRUE
"Petition for all 2020 parents to be granted $3,000 baby support grant",FALSE
"Stop coronavirus - call for permanent ban on commercial wildlife breeding, markets & trade",TRUE
Release COVID-19 Child Care Data in MA!,FALSE
Shutdown the University of Waterloo campus temporarily due to COVID-19,TRUE
Punëtorët informal duhet të përfitojnë nga paketat e ndihmës financiare COVID-19,FALSE
Pay Petsmart employees Hazard pay due to COVID-19.,FALSE
Hazard Pay for Fred Meyer Employees During the Outbreak of COVID-19,FALSE
Allow Michigan Youth Soccer Players To Return To Play,TRUE
Academic Freeze,TRUE
Stop vigilante Covid-19 roadblocks,TRUE
Canada Should Ban Flights from Europe due to COVID-19,TRUE
Close NBPS after Spring Break due to the outbreak of COVID-19 in Broward county.,TRUE
Close QASMT For 2 Weeks (COVID-19),TRUE
Target: Protect your team and community as Covid-19 surges on.,FALSE
Restrict Maximum Monthy BCHydro Charges During Covid-19 Outbreak,TRUE
Ensure Sir Richard Branson sells private assets before being bailed out by the government.,FALSE
Cancel Lucknow University Exams! Mass promotion of students is an option.,TRUE
Norwich University students to remain off-campus in response to COVID-19,TRUE
COVID-19: Change to The Leaving Cert 2020,TRUE
Personal Protective Equipment (PPE) and COVID-19 Health Care for NYPD Officers,FALSE
Allow ski hills to operate during Ontario lockdown,TRUE
Stonewall Jackson Cemetery Name To Remain The Same,TRUE
Bring the AFL grand final to Perth,FALSE
INTI SHOULD CANCELLING ALL PHYSICAL CLASSES TO REDUCE SPREAD OF COVID-19,TRUE
COVID-19 Support for International Students,FALSE
Gofundme deve eliminare i contributi x  le raccolte COVID nel mondo e donare agli ospedali,FALSE
COVID vaccines for California teachers,FALSE
Corona Virus Kenya: Petition to STOP all flights from CHINA & #COVID-19 hotspots,TRUE
Cancel School for CPS,TRUE
Provide federal financial assistance to renters affected by COVID-19,FALSE
COVID-19: Suspend classes and Encourage online teaching at Coventry University,TRUE
Sénégalais de l'extérieur victimes du COVID-19,FALSE
Demand Congress Provide Free School Meals To Every K-12 Student In America,FALSE
Lower Temple University Fall 2020 Tuition,TRUE
AOTA Needs to Address Murders of Black Men and Women to Support OT's Diverse Community,FALSE
Force Big Chain Supermarkets/Takeaways to Drop Delivery Fees During the Covid-19 Pandemic,FALSE
BAN USE OF CHEMICAL CROWD-CONTROL AGENTS DURING THE COVID-19 PANDEMIC,TRUE
Allow virtual HBUHSD teachers to continue instruction online,TRUE
"Tell Governor Newsom to Release Patricia Wright, A Blind Grandmother with Terminal Cancer",FALSE
"Demand to grant  PR Status to Work permit holders, Refugee Claimants and Int. Students.",TRUE
PLEASE SHUT DOWN and CLEAN Amazon facilities that test positive for COVID-19,TRUE
Please Let Massachusetts Golf,TRUE
Stop Deportation- Mother faces deportation that would take her away from her daughter,FALSE
"The stoppage of Justin Trudeau's ""assault weapons"" ban",FALSE
Allow Businesses and small traders to resume in Mumbai.,FALSE
"With The world facing a Covid-19 pandemic, Unisa exams to change from seat-in to portfolio",TRUE
DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19,FALSE
Do not transfer our Municipal Commissioner until Covid is eradicated,TRUE
Cover Covid19 Exposed or Contracted Longshore Workers Under Federal Compensation.,FALSE
"SAY NO to using the Wyndham, Fresh Meadows to House 100 Former Inmates and Sex Offenders!",FALSE
Postpone VTU exams,TRUE
Help convince Inslee and WIAA to allow HS spring sports to resume,TRUE
NZTR: Shifting the two Guineas Group One races north will ruin Cup Week in Christchurch!,FALSE
COVID-19 Awards,FALSE
Cancel the 2020-2021 school year SOLs,TRUE
..,FALSE
Protect our nurses!,FALSE
SENSELESS IMPRISONMENT FOR MY MOM.. FIRST TIME OFFENDER NON-VIOLENT CRIME,TRUE
COVID-19: Demand immediate release for those incarcerated in Knox County jail,TRUE
"Petition to recall Desmond Elliot from the Lagos House of Assembly, Surulere Constituency",FALSE
Texas UIL Spring Sports/Competitions to be completed during the Summer of 2020,FALSE
Prioritize Vaccinating Florida Teachers,FALSE
Save Plum Island Coffee Roasters,FALSE
Suspend Rent & Mortgage in Canada during COVID-19,FALSE
Ask the City of Winston-Salem to support in-street dining for downtown resturants!,FALSE
Have Online Classes & Close Physical BMCC campus due to Outbreak of COVID-19,TRUE
Appello per la pace in Etiopia,FALSE
Stop Guinea Pig Vaccine Tests In  Africa for Covid 19/ Corona Virus,FALSE
Rowan University: Universal Pass System,FALSE
Allow Athletic Therapists to treat their patients,FALSE
Allow not COVID related evictions,FALSE
#FreeNeko from Navajo County Jail,FALSE
ÖZEL OKUL ÖDEMELERİNİNDE İNDİRİM,FALSE
Allow Golf courses to open in Ontario,TRUE
Extend Winter Break at UBC,FALSE
Include Preschool Teachers in the Phase 1b vaccine rollout in Kentucky,FALSE
"Justice for Dr. Abhishek Bhayana, youngest frontline covid warrior",FALSE
Petition for Approval to Provide Illinois Early Intervention Services via Telehealth,FALSE
Help animal shelters during COVID-19,FALSE
"Allow access in Point Roberts, WA for Canadian property, boat & animal owners",TRUE
Lower Tuition at Hope College During Covid-19,FALSE
School Stays ON !,TRUE
Licensure Extension for TLLP due to COVID-19,FALSE
Cancel rental payment for international student of Australia during COVID-19 crisis,FALSE
Provide easily accessible and free COVID-19 testing across India.,FALSE
Community Demands for Lesley University's Covid-19 Response,FALSE
Free Jay Regas,FALSE
Remove Dr. Wajid Ahmed from his position as Medical Officer of Health for Windsor/Essex,FALSE
Hazard Pay For Essential Workers,FALSE
Let our 4 year old Melbourne kinder kids go to their Primary Schools for prep orientation,TRUE
SHUTDOWN BROWARD COUNTY,TRUE
Make the CDC report the number of coronavirus cases per state,FALSE
End Hate Crimes Against Asian Americans,FALSE
"Lockdown India Completely Until 31st Mar (At least) - (Buses, Flights, Trains, Shops etc)",TRUE
Cancel the 2020 St Patrick's Day Parades in Ireland to help reduce the spread of COVID-19,TRUE
Keep Yehaa Bob at Port Orleans,FALSE
Allow Fall Advantage participants to arrive for the Fall program.,FALSE
"Teachers, Students, and Staff are NOT Expendable",FALSE
Change the 2020 Year 12 VCE Exams,FALSE
Ban Eating Dogs & Cats in China - Now.,FALSE
Covid-19:   Salud a través del ejercicio!,FALSE
Call for the Resignation of Los Angeles Mayor Eric Garcetti for BLM Protest Response,FALSE
Lower the amount of work given to KHSD students,FALSE
Cancel GEBE bills during lockdown,TRUE
Suspension of rent payments to students during the Coronavirus pandemic.,FALSE
It now time for temples and religious institutions to donate for COVID relief,FALSE
Expedite NBCOT Exam Process,FALSE
“TAKE  ACTION AGAINST CORRUPTION NOW”,FALSE
Pharmacy Personnel MUST be included in Gov. Wolf's COVID-19 PA Hazard Pay Grant Program!!!,FALSE
University students should not have to pay last instalment of rent if they move out,FALSE
Recall WI Governor Tony Evers,FALSE
Transparency for Missouri beef consumers and producers,FALSE
Virginia Covid-19 Mandatory Shelter in Place,TRUE
Open Texas Nursing Homes and Assisted Living Centers,FALSE
Claps don't pay the bills - give all NHS workers a 15% pay rise #NHSPay15,FALSE
Mandate PPE for Dental Hygienists NOW!,FALSE
Carteret County Surf Now,FALSE
"COVID-19 Pass/Fail Grading Initiative for FCPS - Frederick, MD",FALSE
Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown,TRUE
Save Newquay Killacourt,FALSE
Mandate the collection of disaggregated health data for Canadians during COVID-19,FALSE
Help Georgia Restaurants Survive COVID-19,FALSE
SAVE OUR SMALL BUSINESS COMMUNITY!! Allow restaurants to be able to service outdoor dining,TRUE
UHC refuses to pay equitably for COVID tests,FALSE
UT AUSTIN NEEDS TO CONTACT ALL RESIDENTS AND STAFF WHEN COVID-19 CASES EMERGE,FALSE
Pengurangan uang sekolah selama Home Learning karena dampak ekonomi dari Covid - 19.,FALSE
"COVID-19 : Give the 320,000 homeless people in the U​.​K. shelter",FALSE
Review of the constitution of the South African CoVID-19 National Command Council,FALSE
Save Pine Island Club,FALSE
Reopen Gyms To Help Combat COVID-19,TRUE
Make COVID-19 Testing Free for Senior Citizens & Subsidised for All #PatientsBeforeProfits,FALSE
We want to feel safe on social media platforms,FALSE
Pass/Fail Grading Option at Adelphi University in response to COVID-19,FALSE
"Prisoner's in danger of Covid-19. ""Please Help""
#PrisonersLivesMatterToo",FALSE
Arrest Mocha Uson for Publishing False News in her Facebook Page,FALSE
COVID-19: Allow free hospital parking for BC's health care workers.,FALSE
REDUCTION IN SCHOOL FEES DURING COVID-19. Schools to run at no profit no loss till then,FALSE
UW 2020 Commencement,FALSE
Private schools to charge 50% tuition fees for online classes.,TRUE
"Plea for $1,000,000 for COVID-19 Frontline Workers Families",FALSE
Lift covid restrictions on Beauty industry!,TRUE
COVID - Suspend School Until We Have Clarity,TRUE
For NHS senior management to protect workers from COVID-19 as a priority,FALSE
Early release for Hector Jimenez via medical parole or clemency due to COVID-19,FALSE
No mandatory Covid-19 vaccine in Canada,FALSE
Cancelling of HITS Events during COVID pandemic,TRUE
Stop the Suppression and Redirection of Covid-19 Data,FALSE
Keep Community Based Adult Services (CBAS) Available in California,FALSE
"Close, Florida, close the beaches, Gov. DeSantis!",TRUE
Nurses must be exempted from paying tax during covid-19.,FALSE
Pass all SBISD students for the spring semester,FALSE
Please Close Philadelphia Public Schools due to Coronavirus/COVID-19! Safety first!,TRUE
"Support and reward healthcare workers, COVID-19",FALSE
Stop UC Davis From Cutting Financial Aid During a Pandemic,FALSE
Ban face to face teaching at City of Glasgow College with immediate effect - COVID-19,FALSE
SUPPORT FOR SME WORKING DIRECTORS UNDER JOBS SUPPORT SCHEME (JSS),FALSE
COVID-19 Small Business economic hardship,FALSE
Reopen The Spotlight Theatre ASAP,TRUE
Remove mandated bulk-billing from COVID-19 telehealth item numbers.,FALSE
Open Up Private Recreational Motorcycle & ATV Areas In NY,TRUE
Stop Covid-19 Related Dismissals at Glasgow Colleges,FALSE
Proposal to Make Alberta's Diploma Examinations Voluntary,FALSE
"ICMR JRF 2020 ,DBT BET JRF 2020 and GATB 2020 got postponed now",TRUE
Stop the RHS Bridgewater from further culling of roe deer at their site,FALSE
Joe Biden's Candidacy is Failing - We Demand a Stronger Nominee. Democrats: Act Now.,FALSE
Close All Wildlife Trading Markets Globally,TRUE
Lift Restrictions for New Brunswickers Travelling to Nova Scotia,TRUE
We Demand Free Internet for ALL Low-Income Families During COVID-19,FALSE
A Campaign to Protect Dover Forest!,FALSE
Signez la lettre pour le retrait de la proposition de loi sur un ordre des psychologues,FALSE
URGENT CALL - Release Julian Assange from Belmarsh NOW!,FALSE
Amend order to allow JCPD officers to wear BDU's during PANDEMIC!,FALSE
Play Fair - Let Live Music Live,TRUE
Make Covid duty for final MBBS students voluntary,FALSE
Bring back Division III National Championships,FALSE
Lockdown Pakistan to Prevent COVID-19 Transmission,TRUE
Cancel all further assignments and exams due to instability caused by COVID-19,FALSE
Get Washington county closed because of Covid-19,TRUE
Please help the residents of Guildwood Extendicare during Covid Crisis,FALSE
Take back the decision to end the relationship with the Chinese scholars who fund by CSC,FALSE
Stop Transport Canada rescinding covid response that allows you to stay in your vehicle,TRUE
Take Action to End Canada's Blood Donation Ban,FALSE
COVID-19：Request For MPCSD to Close Schools for the Safety of our Community and Children,TRUE
"Stop Con Edison from potentially spreading Covid-19 to its workers, and the NYC public!",FALSE
We study in online mode we want online Semester examination for every university students,TRUE
Enforce State and Local COVID-19 Rules in all California State Employee Workplaces,FALSE
We want the Human rights commission to lay charges of racism against Russell Kruger.,FALSE
Close CCPS schools to limit spread of coronavirus.,TRUE
Keep X-rays for Chiropractors for the health benefit of future patients.,FALSE
Change UAlberta Classes from in person to Online due to COVID-19,TRUE
Animal Charities including Wildlife Rescues deserve government support during Covid-19,FALSE
Stop the relocation of a Sexually Violent Predator to Twentynine Palms!,FALSE
Cancel Rent Payments in Finland for International Students during Covid-19.,FALSE
Demand California Delay Implementing Cuts to Pharmacies During COVID-19 Pandemic,FALSE
Hunts and shoots should not be exempt from 6 person rule + Covid-19 restrictions,FALSE
APPEAL COVID-19/ BEAUTY INDUSTRY,FALSE
Mississippi State University students want the option for classes to be Pass/Fail,FALSE
Tertiary Students of JA Appeal to Reduce Tuition 15-20% & Refund Miscellaneous/ Late Fees.,FALSE
AMPLIACION DE LA BECA CONTINUIDAD DE ESTUDIOS I - II Convocatoria. BECA PRONABEC,FALSE
Petition Sokongan kepada Ketua Pengarah KKM Datuk Dr. Noor Hisham Bin Abdullah,FALSE
Allow EBT recipients to order groceries online during COVID-19 pandemic and beyond.,FALSE
Cancel Alberta Diploma Examinations,FALSE
The beauty industry - financial support & operational clarity from government & insurers,FALSE
Potential treatment for COVID-19 should not harm Canadians living with lupus,FALSE
Save Akron's Last Major Greenspace!,FALSE
Allow Donna Kay Rule to compete in the NFR!,FALSE
Stop classes and encourage online classes to reduce spread of COVID-19 in uniten,TRUE
Hazard Pay for Wal-Mart Associates,FALSE
Demand FDA Approval for Emergency Use of Ivermectin for Covid 19 Treatment,FALSE
NO TO THE DISPLACEMENT OF MARIACHIS AT MARIACHI PLAZA IN BOYLE HEIGHTS!,FALSE
Provide financial support for ALL Sole Traders in Victoria,FALSE
Allow medical schools to proctor board exams to combat scheduling issues due to COVID-19.,FALSE
Let babies travel on their mother's passport into South Africa for Medical Emergencies,FALSE
Pembroke Pines utilities cost increase during COVID-19,FALSE
"Give Children and Families Access to Beaches, Parks and Trails in Hawaii",TRUE
"Save Donderberg , Sauvons l'espace vert du Donderberg à Laeken , Red Donderberg",FALSE
COVID Transparency at BYU,FALSE
Postpone JEE & NEET to the end of 2020,TRUE
Save my dad from ICE's virus-ridden detention centers,FALSE
India needs to change its stance on mental health,FALSE
"No School Re-Opening, Protect Our Children",TRUE
"Covid-19 Minnesota families rent,mortgages, utilities,and monthly Bill's or hardships!",FALSE
Varsity College must decrease their school fees by 35% because of the COVID 19 pandemic,FALSE
Car Dealerships are Non-Essential During COVID-19 and should be be closed!,TRUE
Hazard Pay For The Front Line,FALSE
UAH: Extend a Pass/Fail Option Due to COVID-19,FALSE
Maharashtra CM : Make an announcement in Reduction & Deferment of School Fees !,FALSE
To allow the children of a covid victim to remain in their home.,FALSE
Help convince the SUSD that Students & Teachers Need Leniency in Grading during COVID-19.,FALSE
"Glasgow Life, Reconsider Library Closures",TRUE
Get Classes Moved To Online Due to Corona Virus (Covid-19),TRUE
Release my mother due to COVID-19,FALSE
"Allow venues, stadia, and hotels with Covid Controls in place to operate at capacity",FALSE
Stop insurance providers from rejecting doctor-recommended cancer treatment.,FALSE
"Let's get back golfing, rowing, playing tennis and picnicking again Ontario.",TRUE
Fast food restaurants to print vehicle reg on takeaway packaging to discourage littering.,FALSE
LOVE IS NOT TOURISM,FALSE
#ProtectLibraryWorkers & communities: Don't reopen libraries until it's safe,TRUE
Darden : Financial Relief for COVID-19,FALSE
Close Pepperdine due to the Covid-19 Case in California,TRUE
Keep NM Garden Nurseries Open,TRUE
Stipend increment of Resident doctors who are working tirelessly to fight COVID19 PANDEMIC,FALSE
Please help saving the life of my Father Kidnapped Dr Abbadi in Jordan,FALSE
Hold the Chinese government accountable for COVID-19,FALSE
Suspend school/college session until 2021,TRUE
Keep our children safe and close the schools,TRUE
Ensure Safe Watersports Access to Florida's Waterways during COVID-19 Pandemic,FALSE
Powerful action against climate change by the governments,FALSE
Continue Paying Northeastern Dining Hall Employees for the Next 30 Days,FALSE
Australian Healthcare Workers demand safe Personal Protective Equipment for COVID-19,FALSE
Force private nurseries to charge REDUCED fees during COVID-19 crisis,FALSE
South Dakota High School Pass or Fail students -COVID-19,FALSE
Save Maryland Restaurants,FALSE
Re-Open Motocross Tracks Responsibly,TRUE
Procurement of Covid-19 cure from Madagascar by the South African government.,FALSE
Federal financial relief for restaurant industry — covid-19 pandemic,FALSE
Close Petsmart Services in response to Covid-19 state of emergency,TRUE
Venues should cancel South Padre Island Spring Break events to prevent COVID-19 exposure.,TRUE
United Against COVID-19,FALSE
I want people who are working during the Covid-19 pandemic to receive hazard pay.,FALSE
Strongly Urge All Schools Closure in Edmonton for COVID-19,TRUE
COVID-19 Requesting early release for Georgia work release program residents,FALSE
Re-Open US Consulates for General Visa Appointments (Allowing Foreign Nationals to Travel),TRUE
Close shopping malls  IMMEDIATELY to prevent the spread of COVID-19,TRUE
I want the Covid Testing to be at an affordable price for ALL,FALSE
UAW Local 2192 calls for covid-19 health and safety actions by Oberlin College,FALSE
Allow 2020 Spring Sports to Continue Through the Summer,TRUE
Postpone graduation!!!!!! DO NOT make it virtual,TRUE
Stop Stephanie Alley from Potentially spreading the Coronavirus (CoVid 19 Virus),FALSE
"Every penny counts- In case of death due to Covid, beneficiary to be granted tax exemption",FALSE
Petition AGAINST Del Mar College School of Nursing Holding Back Graduates Due to COVID-19,FALSE
"Student Loan Forgiveness for ""Covid-19"" Frontline Workers",FALSE
Make UKZN shut down all campuses for an appropriate amount of time should COVID-19 worsen.,TRUE
change school district grades from numerical to pass fail for 4th quarter due to covid,FALSE
Hazard Pay For Transit Workers During Covid 10,FALSE
Stand with Heine Brothers' Baristas during COVID-19 Outbreak: Give them the Choice!,FALSE
Creat isolation hotel centers for COVID-19 self-isolation confirms,FALSE
"Stop the barbaric wolf cull & poisoning in NWT, BC and AB",FALSE
Extend JobKeeper For The Travel Industry Beyond March 28,FALSE
Hazard Pay for COVID-19 Essential RI Workers,FALSE
PM Modi: Tell Indian Men to Do an Equal Share of Household Chores in Your Next Speech,FALSE
CONTRA LOS DESPIDOS EN ORANGE. ERE NO.,FALSE
Coronavirus Europe - Let Google Vendor employees to work from home like Google employees,FALSE
Opt-In and Implement AB 626 in Orange County,FALSE
Chandler Unified School District must close schools until Covid-19 no longer is a threat,TRUE
We want the COVID-19 Language Access Act!,FALSE
Partial Reimbursement for University of Connecticut Spring 2020 Semester,FALSE
Free 3 school teachers held in Italian covid centre for 2months. #FF3,TRUE
Support for Farm Transitions and Sustainable Agricultural Practices,FALSE
Demand that Micro-Businesses be priority to financial assistance for US COVID-19 relief!,FALSE
Support Safe Schools for Saskatchewan,TRUE
An Arts Sector-specific Rescue Package to Survive COVID-19 #HeartsForArts2020,FALSE
Stop violence against doctors,FALSE
Luxury Escapes to Honour Refund Policy Amidst COVID-19 Pandemic,FALSE
Esami a distanza garantiti al Politecnico di Milano,FALSE
Bring Thunder Bay District Out Of Lockdown and back into colour code system,TRUE
Make Swiggy accessible with screen readers in Android for Visually Challenged People,FALSE
Help change FL mandated clinical requirements for Nursing students in light of COVID-19,FALSE
PETITION AGAINST PROPOSED CORONATION DRIVE WASTE PROCESSING PLANT,FALSE
Shutdown Imperial county schools,TRUE
Test Kits for CoVid-19 in Every City in the USA,FALSE
Raise Awareness to Defeat COVID-19,FALSE
Mary Seacole is now recognised as a  COVID-19  hospital in England,FALSE
DONIAMO VENTILATORI POLMONARI AGLI OSPEDALI ITALIANI PUBBLICI,FALSE
Housing for Healthcare Workers exposed to COVID-19,FALSE
Student loan forgiveness for those working the front-lines of the COVID-19 pandemic,FALSE
Luton mayor and councillors in breach of lockdown rules to resign,TRUE
"Disinfect the streets, lobbies, transportation and stores everyday",FALSE
In response to Okan University New payment schedule,FALSE
Save 220k Massage Therapist's Careers  Covid-19 Licensed Health Care Economic Hardship,FALSE
Extend COVID-19 Emergency Benefits / Prolonger les prestations d'urgence pour la COVID-19,FALSE
Justice for Benny Davis,FALSE
Demilitarize Walnut Creek Police Response!,FALSE
"Rockford, IL Police Chief Daniel G. O’Shea Must Be Fired",FALSE
URGENT! Irish Government Enact Vegan Law! to Stop COVID-19 & Stop Climate Change!,FALSE
"""COVID-19 Relief"" for our incarcerated loved ones & DE DOC!",TRUE
NO on SB20-163,FALSE
Keep the test,FALSE
"Name MUN's New Core Science Building the ""J. Fitzgerald Building""",FALSE
Smoking Covid,FALSE
"Halt Rent, Mortgage, and Utility Payments During COVID-19 Outbreak",FALSE
#Don'tForgetStudents | #N'OubliezPaslesÉtudiants,FALSE
Help the St. John’s University bowling team go to sectionals!,FALSE
Lift Ban on Riding Road Registered Motorcycles During covid 19,FALSE
Stop Allowing Flights with Covid Infected People to Land in Canada,TRUE
"OPEN LETTER TO THE LEADERS OF THE COUNTRIES AND NATIONS OF THE EARTH

FOR THE POOR",FALSE
Act now to save small businesses & start-ups - CBILS not available to so many...,FALSE
"Support for NY State Licensed, High-Touch Service Professionals During Covid-19.",FALSE
"Postponement of Final examinations for Mithibai College,in regards to Covid-19",FALSE
Rescind Abbott’s Execute Order GA-13: Biased Bail Restrictions during COVID-19,FALSE
"$2,000/month for Each Adult and $1,000/month for Each Child during COVID-19 crisis",FALSE
Approve direct access to COVID-19 rapid screening tests,FALSE
Restrict Northern BC Work Camps to Essential Operations Only - Covid-19,TRUE
No Mandatory COVID-19 Testing For Ohio Athletics ( OHSAA) & Let Spectators In all Games.,TRUE
Shut down all Visalia Unified School District Schools to prevent Corona Virus,TRUE
ALTERNATIVE GRADUATION OPTION FOR CMS SENIORS,FALSE
Protect Hanover community from Wegmans,FALSE
Alberta golf courses should receive an exemption from mandated business closures,TRUE
Petition for Online Teaching in QUB under COVID-19 Threat,TRUE
University and College tuition reduction in Ontario,FALSE
The easing of covid restrictions,FALSE
Restrict Incoming Maui Flights to Slow Spread of COVID-19,TRUE
Urge “shelter in place” order for the state of Utah,TRUE
KKTC GİRNE AMERİKAN ÜNİVERSİTESİ ÖDEMELERİNE İNDİRİM İSTİYORUZ,FALSE
Give NJ Teachers and school staff immediate access to the COVID-19 vaccine,FALSE
Demand Johns Hopkins Protect its Graduate Employees amid COVID-19,FALSE
Re-open unused wards of University Hospital of Hartlepool during Covid 19 pandemic,FALSE
Postponing the JEE MAINS Examination april 2020 due to COVID-19 outbreak,FALSE
Don't let new immigrants fall through the cracks during covid-19.,FALSE
